Model No,Brand,Control,Prog Name,Type,New CEC,New Star
G155,GAEMS,39.673,LCD (LED),,33,7
G155 CI,GAEMS,39.673,LCD (LED),,33,7
G190,GAEMS,47.011,LCD (LED),,55,5.5
M155,GAEMS,39.624,LCD (LED),,33,7
M240,GAEMS,59.785,LCD (LED),,110,3.5
