Model No,Brand,Control,Prog Name,Type,New CEC,New Star
TKFR-35GW/BP,Sealey,Non Ducted,Single Split System,Wall Hung,0.85,3
TKFR-50GW/BP,Sealey,Non Ducted,Single Split System,Wall Hung,1.3,2.5
TKFR-70GW/BP,Sealey,Non Ducted,Single Split System,Wall Hung,1.9,2.5
