Model No,Brand,Control,Prog Name,Type,New CEC,New Star
KFR-25GW/E,QIDI,Non Ducted,Single Split System,,0.94,0
KFR-35GW/E,QIDI,Non Ducted,Single Split System,,1.32,0
KFR-50GW/E,QIDI,Non Ducted,Single Split System,,2.1,0
KFR-60GW/E,QIDI,Non Ducted,Single Split System,,2.26,0
KFR-70GW/E,QIDI,Non Ducted,Single Split System,,2.64,0
KFR-80GW,QIDI,Non Ducted,Single Split System,,3.2,0
