Model No,Brand,Control,Prog Name,Type,New CEC,New Star
VHP3.5GF ,VOGUE,Non Ducted,Single Split System,Wall Hung,0.84,3
VHP5.2GF,VOGUE,Non Ducted,Single Split System,Wall Hung,1.48,2
