Model No,Brand,Control,Prog Name,Type,New CEC,New Star
FIV-25HS1(D)M / FUV-25HS1,BD-BingDian,Non Ducted,Single Split System,Wall Hung,0.57,3.75
FIV-35HS1(D)M / FUV-35HS1,BD-BingDian,Non Ducted,Single Split System,Wall Hung,0.92,2.75
FIV-50HS1(B)M / FUV-50HS1,BD-BingDian,Non Ducted,Single Split System,Wall Hung,1.41,2.25
FIV-73HS1(A)M / FUV-73HS1,BD-BingDian,Non Ducted,Single Split System,Wall Hung,2.21,2.25
