Model No,Brand,Control,Prog Name,Type,New CEC,New Star
HSU-09HEK03/R2(DB),Seeley International,Non Ducted,Single Split System,Wall Hung,0.67,3
HSU-12HEK03/R2(DB),Seeley International,Non Ducted,Single Split System,Wall Hung,0.92,3
HSU-18HEK03/R2(DB),Seeley International,Non Ducted,Single Split System,Wall Hung,1.48,2.75
HSU-24HEK03/R2(DB),Seeley International,Non Ducted,Single Split System,Wall Hung,2.12,2.25
