Model No,Brand,Control,Prog Name,Type,New CEC,New Star
ASW-H12B4/HB,BLUE SEAL,Non Ducted,Window Wall,,1.3,0
ASW-H18B4/M,BLUE SEAL,Non Ducted,Window Wall,,2,0
ASW-H24A4,BLUE SEAL,Non Ducted,Window Wall,,2.4,0
ASW-H24B4,BLUE SEAL,Non Ducted,Window Wall,,2.7,0
KFR-35GW/HS,BLUE SEAL,Non Ducted,Window Wall,,1.3,0
KFR-53GW/M,BLUE SEAL,Non Ducted,Window Wall,,2,0
KFR-60GW,BLUE SEAL,Non Ducted,Window Wall,,2.4,0
KFR-70GW,BLUE SEAL,Non Ducted,Window Wall,,2.7,0
