Model No,Brand,Control,Prog Name,Type,New CEC,New Star
TKFR-26GW,Dream Land Solar,Non Ducted,Single Split System,Wall Hung,0.69,2.5
TKFR-60GW,Dream Land Solar,Non Ducted,Single Split System,Wall Hung,1.82,1.75
TKFR-72GW,Dream Land Solar,Non Ducted,Single Split System,Wall Hung,2.2,1.5
