Model No,Brand,Control,Prog Name,Type,New CEC,New Star
538.11.010,PROSSIMO,,Upright,Refrigerator,256,1.5
539.10.800,PROSSIMO,850,Chest,Freezer,280,2.5
539.10.810,PROSSIMO,850,Chest,Freezer,310,2.5
PBF117WH,Prossimo,845,Upright,Refrigerator,250,1.5
PCF150WH,Prossimo,854,Chest,Freezer,321,2
PCF200WH,Prossimo,854,Chest,Freezer,361,2
PUF178WH,Prossimo,1440,Upright,Freezer,305,2.5
PUF80WH,Prossimo,845,Upright,Freezer,240,2
