Model No,Brand,Control,Prog Name,Type,New CEC,New Star
CASTEL PLAIN DOOR,TRANSTHERM,1810,Upright,Cooled appliance,698,0
COTTAGE PLAIN DOOR,TRANSTHERM,1470,Upright,Cooled appliance,509,0
ERMITAGE PLAIN DOOR,TRANSTHERM,1810,Upright,Cooled appliance,673,0
