Model No,Brand,Control,Prog Name,Type,New CEC,New Star
KE110RES / KE110REW,MEZZO,1500,Upright,Refrigerator,357,0
KE110Rex,MEZZO,1500,Upright,Refrigerator,357,0
MFR85,MEZZO,850,Upright,Freezer,248,2
