Model No,Brand,Control,Prog Name,Type,New CEC,New Star
900853,DOME,850,Upright,Freezer,300,1.5
C62225,DOME,1395,Upright,Refrigerator/Freezer,604,0
C62292,DOME,,Chest,Freezer,282,2.5
C62395,DOME,,Upright,Refrigerator,233,1
