Model No,Brand,Control,Prog Name,Type,New CEC,New Star
RF-KF43DR2,AKAI,1520,Upright,Refrigerator/Freezer,458,2
RF-R33TF,AKAI,1688,Upright,Refrigerator/Freezer,420,2
