Model No,Brand,Control,Prog Name,Type,New CEC,New Star
Hd,NOUVEAU,Single,Freestanding,850,387,2
HDW101,NOUVEAU,Single,Freestanding,850,387,2
ND60*,NOUVEAU,Single,Freestanding,,278,3
NVDB12SS,NOUVEAU,Single,Freestanding,,319,2.5
NVDB12WH,NOUVEAU,Single,Freestanding,,319,2.5
NVDE12S,NOUVEAU,Single,Freestanding,850,319,2.5
NVDE12W,NOUVEAU,Single,Freestanding,850,319,2.5
WQP12-9011,NOUVEAU,Single,Freestanding,850,382,2
