Model No,Brand,Control,Prog Name,Type,New CEC,New Star
LBF 5B,ARISTON,Single,Freestanding,850,352,2.5
LBF 5B X,ARISTON,Single,Freestanding,850,352,2.5
LDF 12M5 X,ARISTON,Single,Freestanding,820,300,3
LFD 11S123 OX AUS,Ariston,Single,Freestanding,850,282,3.5
LFF 8M122 Series,Ariston,Single,Built-in,850,263,3.5
LFF 8M132 C,Ariston,Single,Freestanding,850,220,4
LFF 8M5,ARISTON,Single,Freestanding,820,300,3
LFF 8M5 X,ARISTON,Single,Freestanding,820,300,3
LFT M16 A,ARISTON,Single,Freestanding,850,352,2.5
