Model No,Brand,Control,Prog Name,Type,New CEC,New Star
D3203DS,AWARD,Single,Built-in,440,191,2
D3203DW,AWARD,Single,On Bench,450,270,1
D3203W,AWARD,Single,Built-in,440,191,2
D3305S,AWARD,Single,Built-in,436,191,2
DW458S,AWARD,Single,Freestanding,845,294,1.5
DWC3,AWARD,Single,Built-in,850,383,2
DWC3 SS,AWARD,Single,Built-in,850,383,2
DWC3 WH,AWARD,Single,Built-in,850,383,2
DWC30S,AWARD,Single,Freestanding,845,391,2
