Model No,Brand,Control,Prog Name,Type,New CEC,New Star
533.98.000,Hafele,Dual,,Front,312,3.5
533.98.001,Hafele,Dual,,Front,312,3.5
538.91.000,Hafele,Dual,,Front,281,3
