Model No,Brand,Control,Prog Name,Type,New CEC,New Star
AK-DRCD800-WHT,AKAI,Autosensing,Strong,Condenser,326,2.5
GYJ70-78F3E,AKAI,Timer,"regular, extra dry program",Vented,287,2
