Model No,Brand,Control,Prog Name,Type,New CEC,New Star
ED-D6KG,TRIESTE,Autosensing,Extra Dry Full Load,Vented,265,2
TR-GDZ60-09E,TRIESTE,Autosensing,Extra Dry Full Load,Vented,265,2
TR-GYJ40-68,TRIESTE,Timer,Strong Dry Programme,Vented,180,2
TR-TD60-101W,TRIESTE,Autosensing,Cotton Program,Vented,262,2
