Model No,Brand,Control,Prog Name,Type,New CEC,New Star
32D6,THOMSON,80.103,LCD,,130,2
CTF2291,Thomson,55.073,LCD,,25,7
L24D,Thomson,59.774,LCD,,49.9,4.5
LL19D,Thomson,47.011,LCD (LED),,21.3,6
LL22D,Thomson,54.713,LCD (LED),,24.9,7
